,KEY,ID RESTAURANT,GRADE,CAMIS,DBA,Latitude,Longitude,Cluster,Data Source,PREDICTED_SCORE,Exponential Smoothed Score,Probabilistic risk Score,i1,i2,i3,i4,i5,v1,v2,v3,v4,v5,Number of Inspections,LAST VIOLATIONS,inspection_date_1,inspection_date_2,inspection_date_3,inspection_date_4,inspection_date_5,LAST INSPECTION
21038,50140904-20230830,50140904,A,50140904,MASAKARI,40.58676292,-73.95253338,1,Test,10.54597893,10.54597893,11.95584669,13,,,,,"06C,06E",,,,,1,"06C,06E",20230830,,,,,20230830
21039,50140912-20231115,50140912,A,50140912,KAFRA'S BAKERY,40.74995508,-73.88216405,0,Test,10.3996766,10.45075022,11.84788707,12,,,,,"02G,10F",,,,,1,"02G,10F",20231115,,,,,20231115
21040,50140917-20231219,50140917,A,50140917,DESI KABAB & CURRY,40.85206546,-73.86487389,1,Test,12.52479851,12.52479851,14.19921013,12,,,,,"06C,08C,09C,10F",,,,,1,"06C,08C,09C,10F",20231219,,,,,20231219
21041,50140953-20231011,50140953,A,50140953,OAKBERRY,40.7513076,-73.98667105,0,Test,12.3921422,12.39496927,14.05202431,12,,,,,"04A,10F",,,,,1,"04A,10F",20231011,,,,,20231011
21042,50140956-20231127,50140956,A,50140956,THE FIFTH AVENUE HOTEL & CAFE CARMELLINI,40.74481355,-73.98720647,1,Test,10.64124574,10.64124574,12.06384951,10,,,,,"06C,10B,10F",,,,,1,"06C,10B,10F",20231127,,,,,20231127
21043,50140961-20230912,50140961,A,50140961,ORANGE ORANGE,40.75063902,-73.97664119,6,Test,7.724897097,7.724897097,8.75762089,7,,,,,02B,,,,,1,02B,20230912,,,,,20230912
21044,50140967-20230905,50140967,A,50140967,DDO BAR,40.7509267,-74.00595522,0,Test,10.3996766,10.45075022,11.84788707,9,,,,,"02G,10F",,,,,1,"02G,10F",20230905,,,,,20230905
21045,50140983-20230906,50140983,A,50140983,919 CAFE BY DB,40.7591348,-73.96833956,0,Test,4.894065196,4.9645976,5.628303279,4,,,,,"10B,10F",,,,,1,"10B,10F",20230906,,,,,20230906
21046,50141001-20231012,50141001,B,50141001,CHAMPION GROCERY & MINIMARKET,40.75724484,-73.86918912,6,Test,24.26796026,24.26796026,27.51228826,26,,,,,"02B,04A,10B,10G",,,,,1,"02B,04A,10B,10G",20231012,,,,,20231012
21047,50141004-20231211,50141004,B,50141004,ARMANDO'S PIZZA,40.64551103,-73.90272704,3,Test,17.70791498,17.70791498,20.07524557,20,,,,,"02B,04L,08A",,,,,1,"02B,04L,08A",20231211,,,,,20231211
21048,50141007-20231030,50141007,C,50141007,BABY LUC'S,40.68012826,-73.99696066,3,Test,48.21372212,48.21372212,54.65930417,,,,,,,,,,,,,,,,,,
21049,50141009-20230907,50141009,A,50141009,KAFJA MADHE,40.85197953,-73.829193,0,Test,12.3921422,12.39496927,14.05202431,12,,,,,"04A,10F",,,,,1,"04A,10F",20230907,,,,,20230907
21050,50141014-20230926,50141014,A,50141014,LEE CHINESE RESTAURANT,40.67899434,-73.92420177,0,Test,10.27535107,10.30672122,11.68460316,10,,,,,"02B,10F",,,,,1,"02B,10F",20230926,,,,,20230926
21051,50141017-20231106,50141017,A,50141017,J SAN SUSHI,40.61173542,-73.98360519,6,Test,7.724897097,7.724897097,8.75762089,7,,,,,02B,,,,,1,02B,20231106,,,,,20231106
21052,50141025-20230905,50141025,A,50141025,PEN 'N' COOP,40.7509267,-74.00595522,3,Test,9.940121461,9.940121461,11.26899352,10,,,,,"04L,08A",,,,,1,"04L,08A",20230905,,,,,20230905
21053,50141026-20231213,50141026,A,50141026,TWO PERRYS,40.72478368,-73.97835678,0,Test,2.783646179,2.772328623,3.142954884,3,,,,,10F,,,,,1,10F,20231213,,,,,20231213
21054,50141135-20230925,50141135,A,50141135,BREWER'S ROW,40.67009146,-73.97891532,5,Test,11.89986096,11.89986096,13.49072611,10,,,,,"04J,10G",,,,,1,"04J,10G",20230925,,,,,20230925
21055,50141143-20231116,50141143,A,50141143,BAR MILLER,40.72405947,-73.98064073,1,Test,11.93928627,11.93928627,13.53542209,12,,,,,"06C,10A,10G",,,,,1,"06C,10A,10G",20231116,,,,,20231116
21056,50141162-20231027,50141162,A,50141162,SECRET COFFEE,40.7017817,-73.94367642,5,Test,9.409551668,9.409551668,10.66749307,10,,,,,"06F,08C,10B",,,,,1,"06F,08C,10B",20231027,,,,,20231027
21057,50141165-20231219,50141165,A,50141165,ANYTHING AT ALL,40.75621546,-73.95511569,5,Test,5.111871784,5.111871784,5.795266211,5,,,,,06A,,,,,1,06A,20231219,,,,,20231219
21058,50141172-20231121,50141172,A,50141172,QUALITY GREENS KITCHEN,40.69221002,-73.98666488,0,Test,10.27535107,10.30672122,11.68460316,9,,,,,"02B,10F",,,,,1,"02B,10F",20231121,,,,,20231121
21059,50141183-20230926,50141183,A,50141183,DROMEDARY DOUGHNUTS,40.70601727,-73.92106188,1,Test,10.64124574,10.64124574,12.06384951,10,,,,,"06C,10B,10F",,,,,1,"06C,10B,10F",20230926,,,,,20230926
21060,50141212-20230915,50141212,A,50141212,POETICA COFFEE,40.72479299,-73.94765434,0,Test,12.38577009,12.40076558,14.05859552,13,,,,,"02B,10B,10F",,,,,1,"02B,10B,10F",20230915,,,,,20230915
21061,50141225-20240123,50141225,A,50141225,BLUE BOTTLE COFFEE,40.74662798,-73.98849092,1,Test,10.01693979,10.01693979,11.35608152,8,,,,,"06C,09C,28-05",,,,,1,"06C,09C,28-05",20240123,,,,,20240123
21062,50141227-20231031,50141227,A,50141227,LALA'S PIZZERIA,40.72725873,-73.74905661,6,Test,7.724897097,7.724897097,8.75762089,10,,,,,02B,,,,,1,02B,20231031,,,,,20231031
21063,50141233-20230914,50141233,A,50141233,FRESH&CO,40.75542237,-73.97315275,1,Test,12.98071225,12.98071225,14.71607393,12,,,,,"06C,06D,10F",,,,,1,"06C,06D,10F",20230914,,,,,20230914
21064,50141291-20231005,50141291,B,50141291,375 CHICKEN,40.69171592,-73.98630798,3,Test,25.06518782,25.06518782,28.41609535,27,,,,,"04A,04N,08A,10B,10F",,,,,1,"04A,04N,08A,10B,10F",20231005,,,,,20231005
21065,50141292-20231229,50141292,A,50141292,DUNKIN,40.75085028,-73.85825494,0,Test,13.11967488,13.04970718,14.79429263,12,,,,,"06E,06F,10F",,,,,1,"06E,06F,10F",20231229,,,,,20231229
21066,50141293-20231025,50141293,A,50141293,CHAMPION PIZZA,40.68057969,-73.95278362,3,Test,12.74323419,12.74323419,14.44684797,13,,,,,"04N,08A,10F",,,,,1,"04N,08A,10F",20231025,,,,,20231025
21067,50141303-20231013,50141303,A,50141303,ZINGER HALAL EXPRESS,40.61253897,-74.12948173,3,Test,10.51831913,10.51831913,11.92448911,12,,,,,"04N,08A",,,,,1,"04N,08A",20231013,,,,,20231013
21068,50141314-20231121,50141314,A,50141314,PANERA BREAD,40.78743534,-73.97725658,0,Test,2.783646179,2.772328623,3.142954884,3,,,,,10F,,,,,1,10F,20231121,,,,,20231121
21069,50141315-20231127,50141315,A,50141315,SOMTUM DER NYC,40.72516615,-73.98419051,3,Test,12.74323419,12.74323419,14.44684797,11,,,,,"04N,08A,10F",,,,,1,"04N,08A,10F",20231127,,,,,20231127
21070,50141316-20231124,50141316,A,50141316,Imani Grill,40.68801783,-73.9803195,0,Test,12.26086003,12.27740166,13.91873936,12,,,,,"05D,10F",,,,,1,"05D,10F",20231124,,,,,20231124
21071,50141328-20230912,50141328,A,50141328,LAMIM FAST FOOD,40.88858282,-73.84232499,3,Test,10.51831913,10.51831913,11.92448911,10,,,,,"04N,08A",,,,,1,"04N,08A",20230912,,,,,20230912
21072,50141343-20231025,50141343,A,50141343,SUPREME BURGER,40.62976298,-74.11070943,3,Test,10.51831913,10.51831913,11.92448911,10,,,,,"04N,08A",,,,,1,"04N,08A",20231025,,,,,20231025
21073,50141362-20231025,50141362,A,50141362,KUNG FU TEA,40.63614254,-74.01247357,1,Test,12.8207569,12.8207569,14.53473452,13,,,,,"06C,06D,10B",,,,,1,"06C,06D,10B",20231025,,,,,20231025
21074,50141424-20231117,50141424,B,50141424,DESI JUNCTION,40.69003619,-73.82570784,3,Test,21.52319775,21.52319775,24.40058474,23,,,,,"04L,06C,08A,08C,10B",,,,,1,"04L,06C,08A,08C,10B",20231117,,,,,20231117
21075,50141436-20231024,50141436,A,50141436,NEW GRAM BANGLA RESTAURANT,40.67991811,-73.86129059,0,Test,12.40902122,12.55452439,14.23290999,13,,,,,"06B,09C,10A,10F",,,,,1,"06B,09C,10A,10F",20231024,,,,,20231024
21076,50141457-20231229,50141457,A,50141457,DUNKIN,40.71178312,-74.01208378,0,Test,2.783646179,2.772328623,3.142954884,2,,,,,10F,,,,,1,10F,20231229,,,,,20231229
21077,50141459-20240122,50141459,A,50141459,CHE,40.68252719,-73.92898586,3,Test,10.82903894,10.82903894,12.27674835,13,,,,,"04L,08A,09E",,,,,1,"04L,08A,09E",20240122,,,,,20240122
21078,50141483-20231121,50141483,A,50141483,JOE COFFEE COMPANY,40.81743021,-73.95856064,0,Test,2.783646179,2.772328623,3.142954884,3,,,,,10F,,,,,1,10F,20231121,,,,,20231121
21079,50141496-20231127,50141496,B,50141496,LUEN HING RESTAURANT,40.87649698,-73.90371491,3,Test,14.73424806,14.73424806,16.70403593,20,,,,,"04L,04M,08A,09A,10F",,,,,1,"04L,04M,08A,09A,10F",20231127,,,,,20231127
21080,50141497-20231003,50141497,C,50141497,COFFEE AT BREADS BAKERY,40.75393699,-73.98594864,0,Test,12.49846017,12.49815348,14.16900298,,,,,,,,,,,,,,,,,,
21081,50141498-20231002,50141498,A,50141498,DMM BAKERY,40.61210043,-73.98325213,0,Test,8.8608709,8.918505713,10.11080031,7,,,,,"06F,10F,28-05",,,,,1,"06F,10F,28-05",20231002,,,,,20231002
21082,50141509-20231005,50141509,A,50141509,DR. Tea House,40.66443198,-73.98032648,5,Test,5.111871784,5.111871784,5.795266211,5,,,,,06A,,,,,1,06A,20231005,,,,,20231005
21083,50141511-20231115,50141511,A,50141511,LA RAZA,40.6946176,-73.90241711,5,Test,2.260913828,2.260913828,2.563170218,3,,,,,10B,,,,,1,10B,20231115,,,,,20231115
21084,50141514-20230914,50141514,A,50141514,RAINBOW BAKERY,40.73804038,-73.8772343,6,Test,9.802566798,9.802566798,11.11304949,12,,,,,"02B,10B",,,,,1,"02B,10B",20230914,,,,,20230914
21085,50141520-20240104,50141520,A,50141520,ODDFELLOWS,40.74157819,-74.0012017,0,Test,2.783646179,2.772328623,3.142954884,2,,,,,10F,,,,,1,10F,20240104,,,,,20240104
21086,50141629-20230921,50141629,A,50141629,EL MEXICANO RESTAURANT CAFE & BAR,40.66064847,-73.99415739,0,Test,2.783646179,2.772328623,3.142954884,3,,,,,10F,,,,,1,10F,20230921,,,,,20230921
21087,50141699-20230925,50141699,A,50141699,FRESH PIZZA & DELI,40.74797571,-73.98908979,0,Test,9.005503487,9.172575434,10.39883603,10,,,,,"10B,10E,10F,10H",,,,,1,"10B,10E,10F,10H",20230925,,,,,20230925
21088,50141718-20230928,50141718,A,50141718,SWEET HANDS RESTAURANT,40.64552544,-73.95806243,6,Test,12.80490015,12.80490015,14.51675791,13,,,,,"02B,06C",,,,,1,"02B,06C",20230928,,,,,20230928
21089,50141730-20231014,50141730,A,50141730,NOKSU,40.7477312,-73.98684861,5,Test,11.96604042,11.96604042,13.56575294,12,,,,,"04C,10G",,,,,1,"04C,10G",20231014,,,,,20231014
21090,50141795-20231005,50141795,A,50141795,HALAL HUB,40.70726463,-73.78941365,5,Test,13.69133657,13.69133657,15.52169998,13,,,,,"04H,08C,10A,10B",,,,,1,"04H,08C,10A,10B",20231005,,,,,20231005
21091,50141833-20240108,50141833,A,50141833,LIVUNLTD,40.74606997,-73.98209233,5,Test,11.23715404,11.23715404,12.73942342,9,,,,,"04J,08B,10E",,,,,1,"04J,08B,10E",20240108,,,,,20240108
21092,50141867-20231013,50141867,A,50141867,BLACK STAR VINYL,40.68601344,-73.9392079,3,Test,10.51831913,10.51831913,11.92448911,10,,,,,"04N,08A",,,,,1,"04N,08A",20231013,,,,,20231013
21093,50141880-20231011,50141880,B,50141880,SIMPLE GREEN,40.6761566,-73.99887158,4,Test,20.67715475,20.67715475,23.4414362,20,,,,,"02G,06A,06C,10F",,,,,1,"02G,06A,06C,10F",20231011,,,,,20231011
21094,50141883-20230926,50141883,A,50141883,PURE GREEN,40.84192655,-73.9390468,0,Test,2.783646179,2.772328623,3.142954884,4,,,,,10F,,,,,1,10F,20230926,,,,,20230926
21095,50141891-20230919,50141891,A,50141891,THERMOSTAT,40.68125651,-73.97543613,4,Test,12.69588783,12.69588783,14.39317199,12,,,,,"02G,06F",,,,,1,"02G,06F",20230919,,,,,20230919
21096,50141924-20231122,50141924,A,50141924,CINICO COFFE COMPANY,40.74832074,-73.98253564,0,Test,2.783646179,2.772328623,3.142954884,2,,,,,10F,,,,,1,10F,20231122,,,,,20231122
21097,50141998-20240117,50141998,A,50141998,THAT COFFEE SHOP,40.62200023,-73.94577566,5,Test,10.04897527,10.04897527,11.39239975,10,,,,,04A,,,,,1,04A,20240117,,,,,20240117
21098,50142134-20240118,50142134,A,50142134,LOCAL 42,40.75820298,-73.99278076,1,Test,12.98071225,12.98071225,14.71607393,13,,,,,"06C,06D,10F",,,,,1,"06C,06D,10F",20240118,,,,,20240118
21099,50142148-20240104,50142148,A,50142148,AMAZIN DUMPLIN,40.69185007,-73.7304859,1,Test,8.253095235,8.253095235,9.356432627,8,,,,,"06C,10F",,,,,1,"06C,10F",20240104,,,,,20240104
21100,50142165-20231113,50142165,A,50142165,POT NOODLE & TEA HOUSE,40.75006945,-73.88127599,3,Test,12.10143064,12.10143064,13.71924317,11,,,,,"04L,08A,09B",,,,,1,"04L,08A,09B",20231113,,,,,20231113
21101,50142188-20231227,50142188,A,50142188,HALF MOON EXPRESS,40.6647903,-73.99352623,0,Test,10.27535107,10.30672122,11.68460316,9,,,,,"02B,10F",,,,,1,"02B,10F",20231227,,,,,20231227
21102,50142210-20231106,50142210,A,50142210,DUNKIN BASKIN ROBBINS,40.76425484,-73.93262385,0,Test,4.894065196,4.9645976,5.628303279,6,,,,,"10B,10F",,,,,1,"10B,10F",20231106,,,,,20231106
21103,50142219-20231204,50142219,A,50142219,FIVE GUYS,40.63340023,-73.9477227,6,Test,12.56647441,12.56647441,14.24645759,13,,,,,"02B,06E",,,,,1,"02B,06E",20231204,,,,,20231204
21104,50142232-20231005,50142232,A,50142232,HEALTHY CHOICE PIZZA & CAFE,40.80033607,-73.94572012,0,Test,9.514116572,9.486912416,10.755196,10,,,,,"06E,09E,10F",,,,,1,"06E,09E,10F",20231005,,,,,20231005
21105,50142234-20240122,50142234,A,50142234,LOBSTER PLACE SUSHI ( Chelsea Market),40.74186904,-74.00471301,6,Test,7.724897097,7.724897097,8.75762089,7,,,,,02B,,,,,1,02B,20240122,,,,,20240122
21106,50142243-20231116,50142243,A,50142243,RUTY'S TACOS & DELI,40.62553152,-74.0757769,1,Test,13.82927489,13.82927489,15.67807897,12,,,,,"04J,06C,09C,28-06",,,,,1,"04J,06C,09C,28-06",20231116,,,,,20231116
21107,50142300-20231229,50142300,A,50142300,NEW YORK CITY BAGEL COFFEE HOUSE,40.74755898,-73.99682404,0,Test,12.51009561,12.50643141,14.17838758,13,,,,,"02G,10B,10F",,,,,1,"02G,10B,10F",20231229,,,,,20231229
21108,50142304-20230922,50142304,A,50142304,COUNTRY BOYZ,40.87308928,-73.85301428,3,Test,11.16008829,11.16008829,12.65205493,11,,,,,"04L,04N,08A",,,,,1,"04L,04N,08A",20230922,,,,,20230922
