,KEY,ID RESTAURANT,GRADE,CAMIS,DBA,Latitude,Longitude,Cluster,Data Source,PREDICTED_SCORE,Exponential Smoothed Score,Probabilistic risk Score,i1,i2,i3,i4,i5,v1,v2,v3,v4,v5,Number of Inspections,LAST VIOLATIONS,inspection_date_1,inspection_date_2,inspection_date_3,inspection_date_4,inspection_date_5,LAST INSPECTION
11465,50073100-20200108,50073100,A,50073100,BORIS & HORTON,40.72917856,-73.98126343,3,Training,12.3303282,12.3303282,13.97874153,11,9,,,,"04L,08A,09C","06D,08A",,,,2,"06D,08A",20200108,20221228,,,,20221228
11466,50073108-20221110,50073108,C,50073108,AREPALICIOUS,40.671361,-73.84300633,1,Training,54.73194821,54.73194821,62.04893697,,,,,,,,,,,,,,,,,,
11467,50073113-20231215,50073113,A,50073113,EDDY'S FRESH BREAKFAST & LUNCH,40.70862341,-73.8593947,3,Test,9.940121461,11.34082723,12.85695644,11,11,,,,"04L,08A,28-06","04L,08A",,,,2,"04L,08A",20220729,20231215,,,,20231215
11468,50073129-20221121,50073129,B,50073129,THREE JEWELS,40.72618248,-73.99129057,5,Training,20.20630203,20.20630203,22.90763625,20,,,,,"04A,05D",,,,,1,"04A,05D",20221121,,,,,20221121
11469,50073142-20230112,50073142,B,50073142,NEW LONG RIVER,40.63879892,-74.0168807,0,Test,15.48889182,15.27504129,17.31712656,14,,,,,"02B,06A,10F",,,,,1,"02B,06A,10F",20230112,,,,,20230112
11470,50073147-20230412,50073147,C,50073147,A SLICE OF NEW YORK,40.75956948,-73.98809883,3,Test,55.99294381,55.99294381,63.47851217,,,,,,,,,,,,,,,,,,
11471,50073152-20210826,50073152,A,50073152,LOCAL POURHOUSE,40.76352879,-73.77170528,0,Training,9.79204619,5.908719194,6.698642325,10,5,,,,"04H,10F",06B,,,,2,06B,20210826,20240118,,,,20240118
11472,50073164-20230420,50073164,C,50073164,NEW KAM SHENG,40.88730417,-73.90517117,3,Test,9.940121461,9.940121461,11.26899352,,,,,,,,,,,,,,,,,,
11473,50073168-20230125,50073168,B,50073168,LET'S MEAT,40.74677863,-73.98575527,3,Test,20.50638881,20.50638881,23.24784094,20,,,,,"04M,04N,06C,08A,09C",,,,,1,"04M,04N,06C,08A,09C",20230125,,,,,20230125
11474,50073169-20230427,50073169,A,50073169,WHIT'S END,40.58488935,-73.81893767,1,Test,5.704989376,5.704989376,6.467676334,5,,,,,06C,,,,,1,06C,20230427,,,,,20230427
11475,50073170-20240123,50073170,A,50073170,THE COFFEE SHOP,40.72596171,-73.94088145,1,Test,10.43260639,10.43260639,11.82731764,5,5,12,,,06D,06D,"06C,06D",,,3,"06C,06D",20210907,20221014,20240123,,,20240123
11476,50073175-20200108,50073175,A,50073175,SING LONG ZHU KITCHEN,40.87937049,-73.86525575,5,Training,9.996022115,9.996022115,11.33236741,10,12,,,,04B,"06A,06D,10F",,,,2,"06A,06D,10F",20200108,20220627,,,,20220627
11477,50073177-20230922,50073177,B,50073177,BIERWAX,40.67995916,-73.9680456,0,Test,19.41064488,18.86702216,21.38931112,19,,,,,"04H,04K,08A,10F",,,,,1,"04H,04K,08A,10F",20230922,,,,,20230922
11478,50073180-20230503,50073180,A,50073180,MATTO EXPRESS,40.75045808,-73.97774206,5,Test,10.04897527,10.78793461,12.23014887,13,10,,,,"06A,06F,10A",04A,,,,2,04A,20220524,20230503,,,,20230503
11479,50073194-20220331,50073194,A,50073194,PHO METRO,40.76865799,-73.83350149,0,Training,7.376100816,9.832790167,11.14731336,6,13,,,,"08C,10F,10H","04L,08A,10B",,,,2,"04L,08A,10B",20220331,20230503,,,,20230503
11480,50073215-20230131,50073215,C,50073215,EL NUEVO CARRIBENO,40.79166312,-73.94668787,3,Test,36.24433965,36.24433965,41.08976237,,,,,,,,,,,,,,,,,,
11481,50073223-20221128,50073223,B,50073223,GREEN GARDEN,40.7779935,-73.80918522,6,Training,22.16232226,22.16232226,25.12515234,21,,,,,"02B,04L,06C,09A,10F",,,,,1,"02B,04L,06C,09A,10F",20221128,,,,,20221128
11482,50073224-20220830,50073224,A,50073224,SAMMY'S HALAL,40.72676932,-73.98589667,0,Training,7.125976415,7.304554624,8.281083795,9,,,,,"09C,10B,10F",,,,,1,"09C,10B,10F",20220830,,,,,20220830
11483,50073238-20230501,50073238,A,50073238,CHINA WOK HED,40.64378872,-73.90774911,0,Test,2.783646179,5.750769239,6.519576403,13,2,,,,"04J,09B,10F",10F,,,,2,10F,20220325,20230501,,,,20230501
11484,50073239-20191019,50073239,B,50073239,RIO KITCHEN AND WINE,40.67249551,-73.95772096,3,Training,17.71968128,17.71968128,20.08858488,12,17,,,,"04H,06D","04L,04N,06D,08A",,,,2,"04L,04N,06D,08A",20180806,20191019,,,,20191019
11485,50073240-20230108,50073240,A,50073240,SAN MATTEO TAKEAWAY,40.78014767,-73.95010212,5,Test,12.09560742,12.09560742,13.71264146,12,,,,,"04A,08C",,,,,1,"04A,08C",20230108,,,,,20230108
11486,50073241-20231017,50073241,A,50073241,YAMASHIRO,40.69334777,-73.96665802,0,Test,8.171363956,8.92539567,10.11861137,12,7,,,,"02B,06C","10F,10G",,,,2,"10F,10G",20220128,20231017,,,,20231017
11487,50073244-20230404,50073244,A,50073244,MANGO CREPES AND MORE,40.75566355,-73.88422937,3,Test,9.940121461,9.940121461,11.26899352,10,,,,,"04L,08A",,,,,1,"04L,08A",20230404,,,,,20230404
11488,50073245-20190829,50073245,A,50073245,ANGELETTO,40.75324491,-73.96968865,0,Training,7.997186921,3.347785502,3.795343275,9,10,5,,,"06A,10F","06D,06E",10F,,,3,10F,20190829,20200109,20220818,,,20220818
11489,50073256-20230328,50073256,B,50073256,TULCINGO CAFE,40.84745075,-73.83106975,3,Test,26.50453419,26.50453419,30.04786464,23,,,,,"02G,02H,04L,08A",,,,,1,"02G,02H,04L,08A",20230328,,,,,20230328
11490,50073288-20200204,50073288,A,50073288,THE DANCER,40.71402002,-73.98714026,5,Training,2.260913828,2.414111094,2.736848075,2,2,,,,10B,10H,,,,2,10H,20200204,20220712,,,,20220712
11491,50073301-20200220,50073301,A,50073301,DEBUTEA,40.72902364,-73.99917376,3,Training,12.3303282,12.55242739,14.23053265,12,11,,,,"04L,08A,09C","02B,10B,10H",,,,2,"02B,10B,10H",20200220,20230123,,,,20230123
11492,50073316-20230301,50073316,A,50073316,NEXT LEVEL BURGER,40.68642822,-73.97814211,1,Test,5.704989376,5.704989376,6.467676334,9,8,,,,"06D,10F",06C,,,,2,06C,20210719,20230301,,,,20230301
11493,50073325-20230920,50073325,A,50073325,FRENCHY COFFEE NYC,40.7898799,-73.94859609,3,Test,12.85563629,12.7743324,14.48210363,12,12,,,,"06A,06E,08C","04N,08A,10B",,,,2,"04N,08A,10B",20211220,20230920,,,,20230920
11494,50073333-20200212,50073333,A,50073333,UPTOWN MARKET,40.64831283,-73.7882815,0,Training,2.783646179,2.772328623,3.142954884,5,3,,,,06D,10F,,,,2,10F,20181017,20200212,,,,20200212
11495,50073337-20190613,50073337,A,50073337,THE CAF,40.64831283,-73.7882815,0,Training,12.38577009,12.40076558,14.05859552,12,,,,,"02B,10B,10F",,,,,1,"02B,10B,10F",20190613,,,,,20190613
11496,50073338-20191016,50073338,A,50073338,DOWNTOWN MARKET,40.64831283,-73.7882815,0,Training,7.952513218,5.972821746,6.7713146,2,7,,,,10I,"06E,10F",,,,2,"06E,10F",20190307,20191016,,,,20191016
11497,50073342-20230301,50073342,A,50073342,TRE GIOVANI,40.72880405,-73.99832588,0,Test,11.96127995,13.29013502,15.06686272,0,13,,,,"04H,04L","02G,09E,10F",,,,2,"02G,09E,10F",20220819,20230301,,,,20230301
11498,50073361-20230207,50073361,A,50073361,THE ISLANDS,40.67713072,-73.96362696,6,Test,7.724897097,7.724897097,8.75762089,10,,,,,02B,,,,,1,02B,20230207,,,,,20230207
11499,50073363-20230125,50073363,A,50073363,KENNEDY CHICKEN,40.8338411,-73.86087088,1,Test,13.0423944,12.74341598,14.44705406,9,13,,,,"06C,10D,10F","02G,06C",,,,2,"02G,06C",20200316,20230125,,,,20230125
11500,50073366-20230207,50073366,A,50073366,LAROSA,40.61666664,-74.10292184,0,Test,10.27535107,10.30672122,11.68460316,10,,,,,"02B,10F",,,,,1,"02B,10F",20230207,,,,,20230207
11501,50073371-20220809,50073371,A,50073371,EL MACO RESTAURANT,40.84170663,-73.91664275,1,Training,12.88438145,12.88438145,14.60686488,12,,,,,"06C,10F,10G",,,,,1,"06C,10F,10G",20220809,,,,,20220809
11502,50073372-20221020,50073372,A,50073372,PINO'S PIZZA AND GRILL,40.60088646,-74.00073102,3,Training,13.32139747,11.53101592,13.07257101,9,13,,,,02G,"04L,04N,08A,09B",,,,2,"04L,04N,08A,09B",20210805,20221020,,,,20221020
11503,50073387-20230504,50073387,A,50073387,YUMMY CITY,40.78807417,-73.9493053,0,Test,10.27535107,7.79525702,8.83738707,2,9,,,,10F,"02B,10F",,,,2,"02B,10F",20221228,20230504,,,,20230504
11504,50073395-20231013,50073395,A,50073395,ALL AMERICAN BAGEL BARISTA II,40.59864082,-73.82071872,0,Test,7.950807839,8.764477997,9.936180978,12,8,,,,"04L,08A,10B","06F,10F",,,,2,"06F,10F",20220502,20231013,,,,20231013
11505,50073401-20220928,50073401,A,50073401,OPHELIA,40.75322473,-73.9662273,1,Training,13.0423944,13.0423944,14.78600222,12,,,,,"02G,06C",,,,,1,"02G,06C",20220928,,,,,20220928
11506,50073406-20220607,50073406,A,50073406,VIVI BUBBLE TEA,40.61896046,-73.99033566,3,Training,9.940121461,9.940121461,11.26899352,10,,,,,"04L,08A",,,,,1,"04L,08A",20220607,,,,,20220607
11507,50073409-20200118,50073409,A,50073409,BKLYN PRIME BAR & RESTAURANT,40.63707449,-73.9350479,1,Training,12.77367622,8.734652922,9.902368658,12,7,,,,"02H,06C",02B,,,,2,02B,20200118,20221130,,,,20221130
11508,50073410-20230308,50073410,B,50073410,MYRTLE BAGEL,40.69311248,-73.96939155,6,Test,24.88786295,24.88786295,28.21506433,0,27,,,,"02G,04A,06F,10F","02B,04A,06C,10F",,,,2,"02B,04A,06C,10F",20220617,20230308,,,,20230308
11509,50073413-20230301,50073413,B,50073413,MISS LI HENAN CUISINE,40.75872883,-73.83256984,3,Test,24.79388056,24.79388056,28.10851764,27,,,,,"04A,04L,06F,08A",,,,,1,"04A,04L,06F,08A",20230301,,,,,20230301
11510,50073424-20230417,50073424,A,50073424,CRYSTAL LAKE BROOKLYN,40.71140617,-73.9463952,0,Test,2.783646179,2.772328623,3.142954884,3,,,,,10F,,,,,1,10F,20230417,,,,,20230417
11511,50073453-20231211,50073453,A,50073453,WAN'S GARDEN,40.70289479,-73.90119312,0,Test,12.02353548,11.54366355,13.08690948,12,11,,,,"02G,10F","02B,10D,10F",,,,2,"02B,10D,10F",20220822,20231211,,,,20231211
11512,50073460-20220527,50073460,A,50073460,MAMA FOX,40.68320155,-73.93209673,4,Training,9.653524954,9.653524954,10.94408259,10,,,,,"02G,09B",,,,,1,"02G,09B",20220527,,,,,20220527
11513,50073470-20231113,50073470,A,50073470,WORSHIP SUPER HEROES,40.80665389,-73.91714196,0,Test,12.26086003,11.91207137,13.5045689,10,12,,,,"02G,10F","05D,10F",,,,2,"05D,10F",20210903,20231113,,,,20231113
11514,50073478-20220223,50073478,A,50073478,CARVEL,40.6405229,-74.01506511,3,Training,12.27743862,12.27743862,13.91878126,13,8,,,,"04L,08A,10B","06D,10F",,,,2,"06D,10F",20220223,20230321,,,,20230321
11515,50073481-20230627,50073481,A,50073481,RAWMANTIC CHOCOLATE,40.75864179,-73.96269069,3,Test,9.940121461,8.229430491,9.329604198,5,10,,,,10G,"04L,08A",,,,2,"04L,08A",20220901,20230627,,,,20230627
11516,50073488-20220627,50073488,A,50073488,PAPA JOHN'S,40.76029296,-73.90730918,0,Training,7.997186921,8.432106987,9.55937605,12,10,,,,"04L,08A,10B","06A,10F",,,,2,"06A,10F",20200203,20220627,,,,20220627
11517,50073489-20230316,50073489,A,50073489,DUNKIN,40.75523228,-73.78206414,0,Test,9.79204619,10.35407592,11.7382886,12,10,,,,"04H,06C","04H,10F",,,,2,"04H,10F",20220318,20230316,,,,20230316
11518,50073490-20230615,50073490,A,50073490,FIVE GUYS FAMOUS BURGERS AND FRIES,40.75197452,-73.98618005,5,Test,4.808048552,6.482267633,7.34886714,9,5,,,,"02B,10I",10G,,,,2,10G,20220524,20230615,,,,20230615
11519,50073498-20210806,50073498,A,50073498,REGO BAGELS,40.72942735,-73.86274943,1,Training,8.253095235,10.31997662,11.69963065,7,9,,,,"06C,10F","04M,04N,08A",,,,2,"04M,04N,08A",20210806,20221201,,,,20221201
11520,50073518-20210909,50073518,A,50073518,PHIL'S,40.69451464,-73.91079798,5,Training,2.260913828,2.260913828,2.563170218,2,,,,,10B,,,,,1,10B,20210909,,,,,20210909
11521,50073523-20220930,50073523,A,50073523,LECHONERA POLLO SABROSO DEL VALLE,40.83729027,-73.88756338,3,Training,10.51831913,10.51831913,11.92448911,9,,,,,"04N,08A",,,,,1,"04N,08A",20220930,,,,,20220930
11522,50073529-20230130,50073529,A,50073529,M&O BAGELS,40.67642874,-73.84364689,3,Test,12.16503652,12.16503652,13.79135238,13,13,,,,"04L,08A,10F","04L,08A,10F",,,,2,"04L,08A,10F",20220120,20230130,,,,20230130
11523,50073536-20231017,50073536,A,50073536,RAWSOME TREATS,40.72090682,-73.9887912,0,Test,9.91954836,9.957994495,11.28925596,12,9,,,,"06C,10B,10F","10D,10F,10G",,,,2,"10D,10F,10G",20220511,20231017,,,,20231017
11524,50073537-20230501,50073537,A,50073537,MAMAN,40.7433591,-73.98996389,0,Test,7.950807839,8.297014565,9.406223432,11,12,,,,"04L,08A","06F,10F",,,,2,"06F,10F",20220902,20230501,,,,20230501
11525,50073545-20230601,50073545,A,50073545,PORTOFINO CAFE,40.85445455,-73.85459556,0,Test,19.41957697,16.74803412,18.98704043,12,,,,,"04A,10F,28-06",,,,,1,"04A,10F,28-06",20230601,,,,,20230601
11526,50073568-20230207,50073568,A,50073568,POPEYES,40.81499968,-73.9196207,5,Test,5.230540756,5.230540756,5.929799765,7,5,,,,"06D,10F",06E,,,,2,06E,20220128,20230207,,,,20230207
11527,50073570-20231222,50073570,A,50073570,BURGER KING,40.70972223,-74.00679196,0,Test,4.894065196,6.856813648,7.773485354,23,10,5,,,"02B,05D,06D","06C,10B,10F","10B,10F",,,3,"10B,10F",20220204,20230106,20231222,,,20231222
11528,50073571-20230221,50073571,A,50073571,BURGER KING,40.70097683,-73.94236793,0,Test,10.27535107,10.30672122,11.68460316,10,9,,,,"06D,10B,10F","02B,10F",,,,2,"02B,10F",20220112,20230221,,,,20230221
11529,50073573-20221121,50073573,A,50073573,HART BAR,40.69653157,-73.92986885,3,Training,12.74323419,12.74323419,14.44684797,12,,,,,"04N,08A,10F",,,,,1,"04N,08A,10F",20221121,,,,,20221121
11530,50073587-20220420,50073587,A,50073587,DUKE EATERY,40.75679501,-73.97427116,0,Training,12.29313808,12.41846384,14.07865982,13,,,,,"06F,09C,10B,10F",,,,,1,"06F,09C,10B,10F",20220420,,,,,20220420
11531,50073591-20230128,50073591,B,50073591,TRAD ROOM,40.6839025,-73.92926923,0,Test,24.22163186,18.78608898,21.29755817,23,7,,,,"04H,06E,06F,10A,10B,10F",02B,,,,2,02B,20230128,20230802,,,,20230802
11532,50073592-20220907,50073592,A,50073592,MUNDO FELIZ (HERBALIFE),40.75030088,-73.86012568,0,Training,2.783646179,6.434791625,7.295044173,2,10,,,,10F,05D,,,,2,05D,20220907,20230425,,,,20230425
11533,50073601-20240116,50073601,A,50073601,BARRYS BOOTCAMP,40.77526557,-73.97973398,5,Test,12.09560742,11.1640158,12.65650749,10,12,,,,"06E,10E","04A,08C",,,,2,"04A,08C",20220809,20240116,,,,20240116
11534,50073605-20181101,50073605,A,50073605,HAYES THEATER,40.75796099,-73.98753241,5,Training,2.074722221,2.074722221,2.352087082,2,,,,,10J,,,,,1,10J,20181101,,,,,20181101
11535,50073606-20230511,50073606,A,50073606,CHIPOTLE MEXICAN GRILL#2964,40.75550751,-73.99105572,0,Test,2.783646179,2.772328623,3.142954884,7,3,,,,"06D,10F",10F,,,,2,10F,20220427,20230511,,,,20230511
11536,50073624-20221107,50073624,A,50073624,JOE JOE PIZZERIA,40.63704969,-74.11693322,3,Training,10.13345048,10.13345048,11.48816826,9,,,,,"04M,08A",,,,,1,"04M,08A",20221107,,,,,20221107
11537,50073626-20221122,50073626,A,50073626,BAR PISELLINO,40.73297604,-74.00373454,0,Training,2.783646179,2.772328623,3.142954884,3,,,,,10F,,,,,1,10F,20221122,,,,,20221122
11538,50073627-20220411,50073627,A,50073627,FUJI EAST,40.75918402,-73.95198048,0,Training,12.58365353,12.59779681,14.28196741,13,13,,,,"06C,06D,10F","03B,10F",,,,2,"03B,10F",20190508,20220411,,,,20220411
11539,50073635-20200129,50073635,A,50073635,SHASHLICHNAYA,40.72979913,-73.86148944,1,Training,12.98071225,24.40871874,27.67186442,12,24,,,,"06C,06D,10F","04A,04N,06C,08A",,,,2,"04A,04N,06C,08A",20200129,20221201,,,,20221201
11540,50073648-20231218,50073648,A,50073648,LIONS & TIGERS & SQUARES DETROIT PIZZA,40.74484443,-73.99745573,0,Test,12.3921422,12.39496927,14.05202431,8,12,,,,"06D,10F","04A,10F",,,,2,"04A,10F",20220930,20231218,,,,20231218
11541,50073653-20220302,50073653,A,50073653,SOLDIER'S JERK CENTER,40.69042213,-73.93056043,0,Training,9.741014644,9.75297664,11.05682974,12,,,,,"04J,10F",,,,,1,"04J,10F",20220302,,,,,20220302
11542,50073673-20230128,50073673,A,50073673,TANOSHI SUSHI SAKE BAR,40.76766854,-73.95313319,0,Test,2.783646179,3.609483356,4.092026915,9,2,,,,"02B,10F",10F,,,,2,10F,20200313,20230128,,,,20230128
11543,50073680-20230201,50073680,A,50073680,SWEET CATS CAFE,40.72301659,-73.79997399,5,Test,12.20368419,12.20368419,13.83516677,10,,,,,"04J,06A",,,,,1,"04J,06A",20230201,,,,,20230201
11544,50073681-20180608,50073681,A,50073681,CALACA OF BK,40.68328205,-73.95656032,0,Training,4.9367592,4.973642238,5.638557073,4,11,,,,"10F,10I","06D,09C,10B,10F",,,,2,"06D,09C,10B,10F",20180608,20190613,,,,20190613
11545,50073690-20240102,50073690,A,50073690,SZECHUAN MOUNTAIN HOUSE,40.72900386,-73.98862026,0,Test,12.51009561,12.50643141,14.17838758,10,13,,,,"06D,06E","02G,10B,10F",,,,2,"02G,10B,10F",20221116,20240102,,,,20240102
11546,50073698-20230103,50073698,A,50073698,MIZNON,40.74186904,-74.00471301,0,Test,12.51009561,12.50643141,14.17838758,12,,,,,"02G,10B,10F",,,,,1,"02G,10B,10F",20230103,,,,,20230103
11547,50073709-20230216,50073709,A,50073709,ICHIRAN,40.74833813,-73.99024464,0,Test,4.894065196,5.329986227,6.042539873,7,4,,,,"06C,10F","10B,10F",,,,2,"10B,10F",20210901,20230216,,,,20230216
11548,50073713-20230905,50073713,A,50073713,KARAOKE BOHO,40.72072018,-73.98888864,3,Test,14.97733696,14.97733696,16.97962283,11,,,,,"04L,04M,08A,28-06",,,,,1,"04L,04M,08A,28-06",20230905,,,,,20230905
11549,50073714-20220412,50073714,A,50073714,CAFE ROCKAWAY CHICKEN AND THINGS,40.59535857,-73.7800854,0,Training,10.27535107,10.30672122,11.68460316,10,,,,,"02B,10F",,,,,1,"02B,10F",20220412,,,,,20220412
11550,50073715-20221128,50073715,A,50073715,LIKE CAFE,40.62075813,-73.98851271,3,Training,13.49740545,13.08999438,14.83996573,9,13,,,,"02B,10I","04L,04N,08A,10B",,,,2,"04L,04N,08A,10B",20191230,20221128,,,,20221128
11551,50073729-20200316,50073729,A,50073729,JACK JONES,40.77328888,-73.90667363,0,Training,12.67898491,12.26368506,13.90318901,12,,,,,"02G,08C,10F",,,,,1,"02G,08C,10F",20200316,,,,,20200316
11552,50073733-20220322,50073733,A,50073733,COFFEE RX,40.61128058,-74.00933187,0,Training,10.3996766,11.4344954,12.9631469,9,12,10,,,"02G,10F","05D,10B","06D,08C,10F",,,3,"06D,08C,10F",20220322,20230309,20230831,,,20230831
11553,50073737-20220411,50073737,A,50073737,PRATT INSTITUTE - HIGGINS HALL (AVI),40.68781097,-73.964674,0,Training,2.783646179,2.772328623,3.142954884,5,12,,,,10F,"02G,06D",,,,2,"02G,06D",20220411,20231006,,,,20231006
11554,50073745-20240103,50073745,A,50073745,CHIPOTLE MEXICAN GRILL #3020,40.70377683,-73.79904371,0,Test,4.894065196,5.58167777,6.327879483,12,9,4,,,"06D,09C,10F","04N,08A","10B,10F",,,3,"10B,10F",20210726,20221012,20240103,,,20240103
11555,50073746-20221229,50073746,C,50073746,GOLDEN CITY SEAFOOD RESTAURANT,40.61695625,-73.98541568,3,Training,32.47068304,32.47068304,36.81161425,,,,,,,,,,,,,,,,,,
11556,50073751-20191101,50073751,A,50073751,JAYA RESTAURANT,40.84125068,-73.93779331,1,Training,10.60505956,8.37224207,9.49150793,10,7,,,,"06C,06F","06C,10B",,,,2,"06C,10B",20191101,20220930,,,,20220930
11557,50073766-20200207,50073766,A,50073766,JOE JR RESTAURANT,40.73469349,-73.98614035,0,Training,2.783646179,2.772328623,3.142954884,5,,,,,10F,,,,,1,10F,20200207,,,,,20200207
11558,50073770-20220907,50073770,A,50073770,PITA POINT,40.68197526,-73.90921038,5,Training,9.634417975,9.634417975,10.92242124,9,,,,,"02H,10B",,,,,1,"02H,10B",20220907,,,,,20220907
11559,50073787-20230710,50073787,A,50073787,MI BAKERY & CAFE,40.85908083,-73.90601051,5,Test,7.432857747,7.578877422,8.59208018,7,7,,,,02B,"06A,10B",,,,2,"06A,10B",20230130,20230710,,,,20230710
11560,50073789-20230105,50073789,A,50073789,FAMOSA PIZZA,40.85515223,-73.88676309,0,Test,10.27535107,10.30672122,11.68460316,12,,,,,"02B,10F",,,,,1,"02B,10F",20230105,,,,,20230105
11561,50073792-20220513,50073792,A,50073792,KREYOL FLAVOR,40.63660041,-73.9115891,0,Training,11.8423578,11.87206373,13.45921273,11,,,,,"02H,10E,10F",,,,,1,"02H,10E,10F",20220513,,,,,20220513
11562,50073806-20220623,50073806,A,50073806,MAMBI STEAKHOUSE,40.84763231,-73.93801504,0,Training,14.1892523,13.10459818,14.85652188,13,13,,,,"02B,09B,10B,10F","02G,04L",,,,2,"02G,04L",20220623,20230630,,,,20230630
11563,50073811-20200309,50073811,A,50073811,KING SUNSHINE #2 JERK CENTER,40.8273315,-73.88670222,0,Training,12.07883328,9.138701016,10.36043302,11,7,,,,"02B,09B,10F",02B,,,,2,02B,20200309,20220824,,,,20220824
11564,50073820-20190710,50073820,A,50073820,ROSE FLOWER KITCHEN,40.86769287,-73.88397211,0,Training,6.740241408,11.11769243,12.60399126,10,12,,,,"09B,10F,10I","04L,08A,10F",,,,2,"04L,08A,10F",20190710,20220505,,,,20220505
11565,50073821-20220908,50073821,A,50073821,DUNKIN,40.67672687,-73.97212102,0,Training,4.894065196,5.426026606,6.151419671,7,5,,,,04H,"10B,10F",,,,2,"10B,10F",20210910,20220908,,,,20220908
11566,50073822-20230411,50073822,A,50073822,ALIMAMA TEA CAFE,40.71583229,-73.99911621,1,Test,12.98071225,12.98071225,14.71607393,8,13,,,,"06D,10B","06C,06D,10F",,,,2,"06C,06D,10F",20220323,20230411,,,,20230411
11567,50073827-20221114,50073827,A,50073827,WOLF AND LAMB,40.7568917,-73.97722012,4,Training,7.950252811,7.950252811,9.013103894,9,,,,,02G,,,,,1,02G,20221114,,,,,20221114
11568,50073830-20230928,50073830,A,50073830,PIZZA BAGEL BURGER,40.62612504,-73.97625624,0,Test,10.27535107,10.26209268,11.63400833,11,12,10,,,"02G,10F","06F,10B,10F","02B,10F",,,3,"02B,10F",20210831,20221024,20230928,,,20230928
11569,50073839-20221227,50073839,B,50073839,GOPCHANG STORY NY,40.74691312,-73.98567945,6,Training,28.13958862,28.13958862,31.90150575,27,,,,,"02B,05D,06C,10F",,,,,1,"02B,05D,06C,10F",20221227,,,,,20221227
11570,50073840-20220228,50073840,A,50073840,GELATERIA GENTILE,40.71623559,-73.96393381,0,Training,4.9367592,7.45688185,8.453775299,4,9,,,,"10F,10I","04L,08A",,,,2,"04L,08A",20220228,20230421,,,,20230421
11571,50073845-20231128,50073845,A,50073845,THE ATTIC CAFE,40.63581152,-74.02304104,5,Test,12.19972087,12.19972087,13.8306736,13,,,,,"04A,10D",,,,,1,"04A,10D",20231128,,,,,20231128
11572,50073847-20191125,50073847,A,50073847,TEX-MEX EXPRESS,40.72763657,-73.89250079,3,Training,12.74323419,12.73110592,14.4330983,13,12,,,,"04N,08A,10F","06A,06E,09C",,,,2,"06A,06E,09C",20191125,20220517,,,,20220517
11573,50073849-20230221,50073849,A,50073849,Hungry Ghost Coffee,40.68985673,-73.97972037,0,Test,2.783646179,3.016919025,3.420244016,4,0,4,,,"10F,10I","04A,04H,06D,10E",10F,,,3,10F,20200302,20220601,20230221,,,20230221
11574,50073861-20220413,50073861,C,50073861,JOE & THE JUICE AMSTERDAM AVE,40.78134793,-73.97962018,3,Training,26.48435093,26.48435093,30.02498312,,,,,,,,,,,,,,,,,,
11575,50073862-20230228,50073862,A,50073862,JOE & THE JUICE HUDSON ST,40.73502628,-74.00609813,3,Test,12.27743862,11.5346175,13.07665409,10,13,,,,04A,"04L,08A,10B",,,,2,"04L,08A,10B",20220201,20230228,,,,20230228
11576,50073866-20231114,50073866,A,50073866,PANDA EXPRESS #2769,40.62249002,-74.02787425,0,Test,7.30373076,5.870506381,6.655320928,3,7,,,,10F,"08B,10B,10F",,,,2,"08B,10B,10F",20220711,20231114,,,,20231114
11577,50073880-20230524,50073880,A,50073880,COURT STREET GROCERS LUNCH,40.71406427,-73.95552655,0,Test,12.3921422,10.98059921,12.44857036,10,13,,,,"06B,10F","04A,10F",,,,2,"04A,10F",20220517,20230524,,,,20230524
11578,50073891-20180523,50073891,A,50073891,HARLEM CHOCOLATE FACTORY,40.81733257,-73.94220536,0,Training,2.783646179,4.238658999,4.805315609,3,5,,,,10F,06C,,,,2,06C,20180523,20190612,,,,20190612
11579,50073898-20220830,50073898,A,50073898,BOUCHERIE,40.73735891,-73.98842397,3,Training,15.33863066,15.33863066,17.38921705,13,10,,,,"04N,08A,08C,10B","06D,09C",,,,2,"06D,09C",20220830,20231120,,,,20231120
11580,50073904-20230418,50073904,A,50073904,PORTAL LATINO RESTAURANT,40.68442908,-73.99200275,3,Test,12.16503652,19.83566067,22.4874447,12,,,,,"04L,08A,10F",,,,,1,"04L,08A,10F",20230418,,,,,20230418
11581,50073925-20230103,50073925,A,50073925,GRACE WOK,40.78896357,-73.94363488,0,Test,2.783646179,2.772328623,3.142954884,2,,,,,10F,,,,,1,10F,20230103,,,,,20230103
11582,50073929-20230607,50073929,B,50073929,LA BELLEZZA,40.7556335,-73.9722503,3,Test,22.94028618,22.94028618,26.00712048,25,,,,,"02G,04L,08A,10B,10F",,,,,1,"02G,04L,08A,10B,10F",20230607,,,,,20230607
11583,50073959-20220524,50073959,A,50073959,SVG CARIBBEAN BAKERY AND RESTAURANT,40.6463919,-73.94908904,3,Training,12.27743862,12.27743862,13.91878126,11,,,,,"04L,08A,10B",,,,,1,"04L,08A,10B",20220524,,,,,20220524
11584,50073960-20221201,50073960,A,50073960,BLAZE 718 JAMAICAN & AMERICAN RESTAURANT,40.69462021,-73.7898396,0,Training,12.25848903,9.440564982,10.70265248,12,7,,,,"02B,10A,10F","06C,10B",,,,2,"06C,10B",20221201,20240112,,,,20240112
